Level,Title,Page Number,Parent Title,Keywords,Filtered_Keywords
3,14.7.1 Consistency Checking,717,14.7 Recovery,"[('scancantakeminutesorhoursandshouldoccureverytimethesystemboots', 0.4602), ('manystructuralchangeswithinthefilesystemonthedisk', 0.4251), ('outputtothediskthroughthefilesystemisoftenfasterthanisinputforsmall', 0.3878), ('compoundingthisproblemisthecaching', 0.3613), ('filesanddirectoriesarekeptbothinmainmemoryandonthestoragevolume', 0.355)]",['scancantakeminutesorhoursandshouldoccureverytimethesystemboots']
3,14.7.2 Log-Structured File Systems,718,14.7.1 Consistency Checking,"[('consistencycheckingcanrequirehumaninterventiontoresolveconflicts', 0.3933), ('cachedirectoryentriesforreads', 0.3682), ('datafromdevicebufferstothestoragemediasothedataarenotlost', 0.3433), ('corruptiondue', 0.3074), ('writeisinterruptedbyacrash', 0.2969)]",[]
3,14.7.3 Other Solutions,719,14.7.2 Log-Structured File Systems,"[('eliminatinganyproblemswith', 0.5012), ('thisrecoveryisallthatisneededafteracrash', 0.4292), ('itneveroverwritesblocks', 0.4205), ('anytransactionsitcontainswerenotcompletedtothefilesystem', 0.4082), ('structuresthatpointedtotheoldversionsoftheseblocksareupdatedtopoint', 0.3975)]",['eliminatinganyproblemswith']
3,14.7.4 Backup and Restore,719,14.7.3 Other Solutions,"[('eliminatinganyproblemswith', 0.5012), ('thisrecoveryisallthatisneededafteracrash', 0.4292), ('itneveroverwritesblocks', 0.4205), ('anytransactionsitcontainswerenotcompletedtothefilesystem', 0.4082), ('structuresthatpointedtotheoldversionsoftheseblocksareupdatedtopoint', 0.3975)]",['eliminatinganyproblemswith']
2,14.8 Example: The WAFL File System,720,14.7 Recovery,"[('thenewcyclecanhaveitsbackupwrittenovertheprevioussetorontoanew', 0.4529), ('andtheneachdaybackupallfilesthathavechanged', 0.444), ('copytoabackupmediumallfilesfromthefilesystem', 0.4352), ('copytoanothermediumallfileschangedsinceday', 0.4324), ('arestorecanbedoneviathemostrecentincrementalbackupandthe', 0.3781)]",['thenewcyclecanhaveitsbackupwrittenovertheprevioussetorontoanew']
2,14.9 Summary,724,14.8 Example: The WAFL File System,"[('mostfilesystemsresideonsecondarystorage', 0.6043), ('upperlevelsdealwithsymbolicfilenamesand', 0.5915), ('thevariousfileswithinafilesystemcanbeallocatedspaceonthestorage', 0.575), ('variousfilesystemsastimegoesby', 0.5626), ('damagetothetableorasystemcrashcanresultin', 0.559)]","['mostfilesystemsresideonsecondarystorage', 'upperlevelsdealwithsymbolicfilenamesand', 'thevariousfileswithinafilesystemcanbeallocatedspaceonthestorage', 'variousfilesystemsastimegoesby', 'damagetothetableorasystemcrashcanresultin']"
2,Practice Exercises,725,14.9 Summary,"[('100', 0.443), ('6whyisitadvantageoustotheuserforanoperatingsystemtodynami', 0.4072), ('detailsconcerningfilesystemsforlinuxcanbefoundin', 0.385), ('assumethatthereisnoroomtogrowatthe', 0.3635), ('2010', 0.3393)]",[]
2,Further Reading,725,Practice Exercises,"[('100', 0.443), ('6whyisitadvantageoustotheuserforanoperatingsystemtodynami', 0.4072), ('detailsconcerningfilesystemsforlinuxcanbefoundin', 0.385), ('assumethatthereisnoroomtogrowatthe', 0.3635), ('2010', 0.3393)]",[]
2,Bibliography,726,Further Reading,"[('structuredfileorganizationsforenhancingbothperformanceandcon', 0.6279), ('thezfssourcecodeforspacemapscanbefoundat', 0.6021), ('structuredfilesystemforunix', 0.5667), ('zfsdocumentationcanbefoundat', 0.5549), ('animplementationofalog', 0.4975)]","['structuredfileorganizationsforenhancingbothperformanceandcon', 'thezfssourcecodeforspacemapscanbefoundat', 'structuredfilesystemforunix', 'zfsdocumentationcanbefoundat', 'animplementationofalog']"
2,Chapter 14 Exercises,728,Bibliography,"[('thefilelinkreferstoafilethatisstored', 0.6132), ('schemeinordertosupportthis', 0.5718), ('whataretheadvantagesanddisadvantagesofthefollowingschemes', 0.5622), ('12discusshowperformanceoptimizationsforfilesystemsmightresultin', 0.5614), ('suggestaschemetoensurethatthepointerisneverlostasaresult', 0.5563)]","['thefilelinkreferstoafilethatisstored', 'schemeinordertosupportthis', 'whataretheadvantagesanddisadvantagesofthefollowingschemes', '12discusshowperformanceoptimizationsforfilesystemsmightresultin', 'suggestaschemetoensurethatthepointerisneverlostasaresult']"
1,Chapter 15 File-System Internals,730,Chapter 14 File-System Implementation,"[('systemlistinfigure15', 0.6133), ('filesystemsinthesolarisexamplementionedabove', 0.5971), ('purposecomputerstoresjustonefile', 0.5359), ('thefilesystemsmaybeofvaryingtypes', 0.5255), ('memorydevices', 0.5147)]","['systemlistinfigure15', 'filesystemsinthesolarisexamplementionedabove', 'purposecomputerstoresjustonefile', 'thefilesystemsmaybeofvaryingtypes', 'memorydevices']"
2,15.1 File Systems,730,Chapter 15 File-System Internals,"[('systemlistinfigure15', 0.6133), ('filesystemsinthesolarisexamplementionedabove', 0.5971), ('purposecomputerstoresjustonefile', 0.5359), ('thefilesystemsmaybeofvaryingtypes', 0.5255), ('memorydevices', 0.5147)]","['systemlistinfigure15', 'filesystemsinthesolarisexamplementionedabove', 'purposecomputerstoresjustonefile', 'thefilesystemsmaybeofvaryingtypes', 'memorydevices']"
2,15.2 File-System Mounting,731,15.1 File Systems,"[('filesystemthatiscreatedinvolatilemainmemory', 0.7002), ('mountedbeforeitcanbeavailabletoprocessesonthesystem', 0.6036), ('thelocationwithinthefilestructure', 0.5786), ('agewhichprocessesstartwhenthesystembootsandmustcontinuetorun', 0.5749), ('filesystem', 0.5682)]","['filesystemthatiscreatedinvolatilemainmemory', 'mountedbeforeitcanbeavailabletoprocessesonthesystem', 'thelocationwithinthefilestructure', 'agewhichprocessesstartwhenthesystembootsandmustcontinuetorun', 'filesystem']"
2,15.3 Partitions and Mounting,734,15.2 File-System Mounting,"[('filesystemisnotbootable', 0.6061), ('diskcancontainaminiaturedatabaseholding', 0.4629), ('suchasbitmapsindicatingwhichblocks', 0.4464), ('unixswap', 0.4342), ('andmountpointsforautomaticmountingatboottime', 0.4338)]","['filesystemisnotbootable', 'diskcancontainaminiaturedatabaseholding']"
2,15.4 File Sharing,735,15.3 Partitions and Mounting,"[('filesystemscanbemountedatanydirectory', 0.4143), ('memorycopyoftheinodeforthatdirectory', 0.4041), ('includingremotefilesystems', 0.3383), ('thepartitionmusthaveitsconsistencycheckedandpossibly', 0.3247), ('filesystemat', 0.3233)]",[]
3,15.4.1 Multiple Users,735,15.4 File Sharing,"[('filesystemscanbemountedatanydirectory', 0.4143), ('memorycopyoftheinodeforthatdirectory', 0.4041), ('includingremotefilesystems', 0.3383), ('thepartitionmusthaveitsconsistencycheckedandpossibly', 0.3247), ('filesystemat', 0.3233)]",[]
2,15.5 Virtual File Systems,736,15.4 File Sharing,"[('becomparedwiththeownerattributetodetermineiftherequestinguseristhe', 0.6278), ('owneristheuserwhocanchangeattributesandgrantaccessandwhohasthe', 0.6091), ('containedwithinmultiplefilesystemsonthelocaldriveorevenonfilesystems', 0.5848), ('manyapproacheshavebeentakentomeet', 0.5494), ('anobviousbutsuboptimalmethodofimplementingmultipletypesoffile', 0.5261)]","['becomparedwiththeownerattributetodetermineiftherequestinguseristhe', 'owneristheuserwhocanchangeattributesandgrantaccessandwhohasthe', 'containedwithinmultiplefilesystemsonthelocaldriveorevenonfilesystems', 'manyapproacheshavebeentakentomeet', 'anobviousbutsuboptimalmethodofimplementingmultipletypesoffile']"
2,15.6 Remote File Systems,738,15.5 Virtual File Systems,"[('specificfiletypeisrequiredtoimple', 0.5094), ('withtheadventofnetworks', 0.4958), ('representsanentirefilesystem', 0.4837), ('dataintheform', 0.4601), ('vfssoftware', 0.4598)]","['specificfiletypeisrequiredtoimple', 'withtheadventofnetworks', 'representsanentirefilesystem', 'dataintheform', 'vfssoftware']"
3,15.6.1 The Client–Server Model,739,15.6 Remote File Systems,"[('clientviaencryptedkeys', 0.6068), ('remotefilesystemsallowacomputertomountoneormorefilesystemsfrom', 0.5559), ('accessingtheremotefilesandthemachineprovidingthefiles', 0.5331), ('withsecuritycomemanychallenges', 0.5184), ('serverfacility', 0.4837)]","['clientviaencryptedkeys', 'remotefilesystemsallowacomputertomountoneormorefilesystemsfrom', 'accessingtheremotefilesandthemachineprovidingthefiles', 'withsecuritycomemanychallenges', 'serverfacility']"
3,15.6.2 Distributed Information Systems,740,15.6.1 The Client–Server Model,"[('serversystemseasiertomanage', 0.5944), ('ftpbetweenallnetworkedhosts', 0.5255), ('informationthatiscurrentlyscatteredinvariousfilesoneachsystem', 0.5246), ('toallcomputerswithintheorgani', 0.5135), ('andhumaninterventionmayberequiredtorepairthedamage', 0.489)]","['serversystemseasiertomanage', 'ftpbetweenallnetworkedhosts', 'informationthatiscurrentlyscatteredinvariousfilesoneachsystem', 'toallcomputerswithintheorgani', 'andhumaninterventionmayberequiredtorepairthedamage']"
3,15.6.3 Failure Modes,740,15.6.2 Distributed Information Systems,"[('serversystemseasiertomanage', 0.5944), ('ftpbetweenallnetworkedhosts', 0.5255), ('informationthatiscurrentlyscatteredinvariousfilesoneachsystem', 0.5246), ('toallcomputerswithintheorgani', 0.5135), ('andhumaninterventionmayberequiredtorepairthedamage', 0.489)]","['serversystemseasiertomanage', 'ftpbetweenallnetworkedhosts', 'informationthatiscurrentlyscatteredinvariousfilesoneachsystem', 'toallcomputerswithintheorgani', 'andhumaninterventionmayberequiredtorepairthedamage']"
2,15.7 Consistency Semantics,741,15.6 Remote File Systems,"[('inthesituationwheretheservercrashes', 0.2554), ('thesesemanticsspecifyhow', 0.247), ('consistencysemanticsrepresentanimportantcriterionforevaluatinganyfile', 0.2438), ('nfsprotocolcarriesalltheinformationneeded', 0.2406), ('complexity', 0.2318)]",[]
3,15.7.1 UNIX Semantics,742,15.7 Consistency Semantics,"[('slowtransferratesofdisksandnetworks', 0.7207), ('writestoanopenfilebyauserarevisibleimmediatelytootheruserswho', 0.67), ('theimplementationofthesesemanticsinadistributedsystem', 0.6519), ('allowedtoperformbothreadandwriteaccessesconcurrentlyontheirimages', 0.6445), ('theunixfilesystem', 0.6157)]","['slowtransferratesofdisksandnetworks', 'writestoanopenfilebyauserarevisibleimmediatelytootheruserswho', 'theimplementationofthesesemanticsinadistributedsystem', 'allowedtoperformbothreadandwriteaccessesconcurrentlyontheirimages', 'theunixfilesystem']"
3,15.7.2 Session Semantics,742,15.7.1 UNIX Semantics,"[('slowtransferratesofdisksandnetworks', 0.7207), ('writestoanopenfilebyauserarevisibleimmediatelytootheruserswho', 0.67), ('theimplementationofthesesemanticsinadistributedsystem', 0.6519), ('allowedtoperformbothreadandwriteaccessesconcurrentlyontheirimages', 0.6445), ('theunixfilesystem', 0.6157)]","['slowtransferratesofdisksandnetworks', 'writestoanopenfilebyauserarevisibleimmediatelytootheruserswho', 'theimplementationofthesesemanticsinadistributedsystem', 'allowedtoperformbothreadandwriteaccessesconcurrentlyontheirimages', 'theunixfilesystem']"
3,15.7.3 Immutable-Shared-Files Semantics,742,15.7.2 Session Semantics,"[('slowtransferratesofdisksandnetworks', 0.7207), ('writestoanopenfilebyauserarevisibleimmediatelytootheruserswho', 0.67), ('theimplementationofthesesemanticsinadistributedsystem', 0.6519), ('allowedtoperformbothreadandwriteaccessesconcurrentlyontheirimages', 0.6445), ('theunixfilesystem', 0.6157)]","['slowtransferratesofdisksandnetworks', 'writestoanopenfilebyauserarevisibleimmediatelytootheruserswho', 'theimplementationofthesesemanticsinadistributedsystem', 'allowedtoperformbothreadandwriteaccessesconcurrentlyontheirimages', 'theunixfilesystem']"
2,15.8 NFS,743,15.7 Consistency Semantics,"[('serverrelationship', 0.5298), ('pcoperatingsystemssupport', 0.5193), ('mostunixvendorsandsome', 0.4993), ('considerthefilesystemdepictedinfigure15', 0.4988), ('nfsisbothanimplementationandaspecificationofasoftwaresystemfor', 0.4979)]","['serverrelationship', 'pcoperatingsystemssupport', 'mostunixvendorsandsome', 'considerthefilesystemdepictedinfigure15', 'nfsisbothanimplementationandaspecificationofasoftwaresystemfor']"
3,15.8.1 Overview,743,15.8 NFS,"[('serverrelationship', 0.5298), ('pcoperatingsystemssupport', 0.5193), ('mostunixvendorsandsome', 0.4993), ('considerthefilesystemdepictedinfigure15', 0.4988), ('nfsisbothanimplementationandaspecificationofasoftwaresystemfor', 0.4979)]","['serverrelationship', 'pcoperatingsystemssupport', 'mostunixvendorsandsome', 'considerthefilesystemdepictedinfigure15', 'nfsisbothanimplementationandaspecificationofasoftwaresystemfor']"
3,15.8.2 The Mount Protocol,745,15.8.1 Overview,"[('nfsspecificationisindependentofthesemedia', 0.6614), ('rpcsarethebuildingblocksusedtoimplementtransparent', 0.6399), ('establishestheinitiallogicalconnectionbetweenaserver', 0.6161), ('protocolusedbetweentwoimplementation', 0.5911), ('theexportedfilesystem', 0.5737)]","['nfsspecificationisindependentofthesemedia', 'rpcsarethebuildingblocksusedtoimplementtransparent', 'establishestheinitiallogicalconnectionbetweenaserver', 'protocolusedbetweentwoimplementation', 'theexportedfilesystem']"
3,15.8.3 The NFS Protocol,745,15.8.2 The Mount Protocol,"[('nfsspecificationisindependentofthesemedia', 0.6614), ('rpcsarethebuildingblocksusedtoimplementtransparent', 0.6399), ('establishestheinitiallogicalconnectionbetweenaserver', 0.6161), ('protocolusedbetweentwoimplementation', 0.5911), ('theexportedfilesystem', 0.5737)]","['nfsspecificationisindependentofthesemedia', 'rpcsarethebuildingblocksusedtoimplementtransparent', 'establishestheinitiallogicalconnectionbetweenaserver', 'protocolusedbetweentwoimplementation', 'theexportedfilesystem']"
3,15.8.4 Path-Name Translation,747,15.8.3 The NFS Protocol,"[('nfsservicelayerattheremoteserver', 0.5527), ('vfslayeridentifiesthefileasaremote', 0.5465), ('whichfindsthatitislocalandinvokestheappropriatefile', 0.5422), ('servervfs', 0.5419), ('thestatelessserverisunaware', 0.5381)]","['nfsservicelayerattheremoteserver', 'vfslayeridentifiesthefileasaremote', 'whichfindsthatitislocalandinvokestheappropriatefile', 'servervfs', 'thestatelessserverisunaware']"
3,15.8.5 Remote Operations,748,15.8.4 Path-Name Translation,"[('writetechniquesareusedbetweentheserverandthe', 0.4994), ('utilityandgoodperformanceofthemechanismmakeitthemostwidelyused', 0.4734), ('purposeoperatingsystemsprovidemanyfile', 0.4651), ('tofileswiththesameinitialpathname', 0.4447), ('unixsemantics', 0.4323)]","['writetechniquesareusedbetweentheserverandthe', 'utilityandgoodperformanceofthemechanismmakeitthemostwidelyused', 'purposeoperatingsystemsprovidemanyfile']"
2,15.9 Summary,748,15.8 NFS,"[('writetechniquesareusedbetweentheserverandthe', 0.4994), ('utilityandgoodperformanceofthemechanismmakeitthemostwidelyused', 0.4734), ('purposeoperatingsystemsprovidemanyfile', 0.4651), ('tofileswiththesameinitialpathname', 0.4447), ('unixsemantics', 0.4323)]","['writetechniquesareusedbetweentheserverandthe', 'utilityandgoodperformanceofthemechanismmakeitthemostwidelyused', 'purposeoperatingsystemsprovidemanyfile']"
2,Practice Exercises,749,15.9 Summary,"[('remotefilesystemincludesacommunicationprotocolwithremoteopera', 0.5788), ('remotefilesystemscanbeimplementedsimplybyusingaprogramsuch', 0.5596), ('systemscancontainmultiplebootablepartitions', 0.5589), ('itisasimpleprogramthatisabletofindthekernelinthefilesystem', 0.5585), ('filesystemseasily', 0.5568)]","['remotefilesystemincludesacommunicationprotocolwithremoteopera', 'remotefilesystemscanbeimplementedsimplybyusingaprogramsuch', 'systemscancontainmultiplebootablepartitions', 'itisasimpleprogramthatisabletofindthekernelinthefilesystem', 'filesystemseasily']"
2,Further Reading,750,Practice Exercises,"[('4whydosomesystemsintegratemountedfilesystemsintotherootfile', 0.6154), ('detailsconcerningfilesystemsforlinuxcanbefoundin', 0.5985), ('unixfile', 0.5747), ('whataspectsofprocessescanbeviewedviathisinterface', 0.5552), ('wouldthesameinformationbegatheredonasystemlackingtheprocfs', 0.5307)]","['4whydosomesystemsintegratemountedfilesystemsintotherootfile', 'detailsconcerningfilesystemsforlinuxcanbefoundin', 'unixfile', 'whataspectsofprocessescanbeviewedviathisinterface', 'wouldthesameinformationbegatheredonasystemlackingtheprocfs']"
2,Bibliography,750,Further Reading,"[('4whydosomesystemsintegratemountedfilesystemsintotherootfile', 0.6154), ('detailsconcerningfilesystemsforlinuxcanbefoundin', 0.5985), ('unixfile', 0.5747), ('whataspectsofprocessescanbeviewedviathisinterface', 0.5552), ('wouldthesameinformationbegatheredonasystemlackingtheprocfs', 0.5307)]","['4whydosomesystemsintegratemountedfilesystemsintotherootfile', 'detailsconcerningfilesystemsforlinuxcanbefoundin', 'unixfile', 'whataspectsofprocessescanbeviewedviathisinterface', 'wouldthesameinformationbegatheredonasystemlackingtheprocfs']"
2,Chapter 15 Exercises,751,Bibliography,"[('8whydooperatingsystemsmounttherootfilesystemautomaticallyat', 0.5434), ('thatcachestranslationsfrom', 0.4251), ('systemislog', 0.3651), ('eachclientmaintainsanamecache', 0.3254), ('15', 0.2597)]",['8whydooperatingsystemsmounttherootfilesystemautomaticallyat']
0,PART SEVEN SECURITY AND PROTECTION,753,PART SIX FILE SYSTEM,"[('security', 0.5034), ('protection', 0.3933), ('enforcing', 0.3453), ('memory', 0.342), ('protect', 0.3319)]",['security']
1,Chapter 16 Security,755,PART SEVEN SECURITY AND PROTECTION,"[('securityisameasureofcon', 0.5652), ('cryptography', 0.5499), ('security', 0.498), ('guardagainstor', 0.4661), ('wethenexploreakeysecurityenabler', 0.4635)]","['securityisameasureofcon', 'cryptography', 'security', 'guardagainstor', 'wethenexploreakeysecurityenabler']"
2,16.1 The Security Problem,755,Chapter 16 Security,"[('securityisameasureofcon', 0.5652), ('cryptography', 0.5499), ('security', 0.498), ('guardagainstor', 0.4661), ('wethenexploreakeysecurityenabler', 0.4635)]","['securityisameasureofcon', 'cryptography', 'security', 'guardagainstor', 'wethenexploreakeysecurityenabler']"
2,16.2 Program Threats,759,16.1 The Security Problem,"[('securitywithintheoperatingsystemandbetweenoperatingsystemsisimple', 0.5388), ('securitytoolsneededtoblocktheescalati', 0.5163), ('spyware', 0.5122), ('disableordamagecomputersystems', 0.4945), ('enamingconventionsforsecurityholes', 0.4857)]","['securitywithintheoperatingsystemandbetweenoperatingsystemsisimple', 'securitytoolsneededtoblocktheescalati', 'spyware', 'disableordamagecomputersystems', 'enamingconventionsforsecurityholes']"
3,16.2.1 Malware,759,16.2 Program Threats,"[('securitywithintheoperatingsystemandbetweenoperatingsystemsisimple', 0.5388), ('securitytoolsneededtoblocktheescalati', 0.5163), ('spyware', 0.5122), ('disableordamagecomputersystems', 0.4945), ('enamingconventionsforsecurityholes', 0.4857)]","['securitywithintheoperatingsystemandbetweenoperatingsystemsisimple', 'securitytoolsneededtoblocktheescalati', 'spyware', 'disableordamagecomputersystems', 'enamingconventionsforsecurityholes']"
3,16.2.2 Code Injection,762,16.2.1 Malware,"[('theprograminfigure16', 0.5403), ('erallygoodprogrammersarethebestcodereviewers', 0.5124), ('memorybuffersarenot', 0.4839), ('lengthoftheoverflowandtheoverflowingcontents', 0.4826), ('buffersandtakecarenottoexceedthem', 0.4578)]","['theprograminfigure16', 'erallygoodprogrammersarethebestcodereviewers', 'memorybuffersarenot', 'lengthoftheoverflowandtheoverflowingcontents', 'buffersandtakecarenottoexceedthem']"
3,16.2.3 Viruses and Worms,765,16.2.2 Code Injection,"[('adistinctioncanbemadebetweenviruses', 0.4676), ('anyonewithrudimentarycomputerskillsandaccesstotheexploit', 0.4239), ('hacker', 0.4044), ('attackscanoccurwithinprotocolsthatareexpectedtobeusedtocommunicate', 0.4002), ('somefileornetworkinput', 0.3381)]",['adistinctioncanbemadebetweenviruses']
2,16.3 System and Network Threats,768,16.2 Program Threats,"[('andotherfullfilesthatarepartofavirusinfestationarefrequentlyhidden', 0.6682), ('thethreatofanddamagecausedbyvirusesandothersecurityintrusions', 0.5872), ('hackersfrequently', 0.4758), ('hackers', 0.4244), ('anarmoredvirusisobfuscated', 0.4191)]","['andotherfullfilesthatarepartofavirusinfestationarefrequentlyhidden', 'thethreatofanddamagecausedbyvirusesandothersecurityintrusions', 'hackersfrequently']"
3,16.3.1 Attacking Network Traffic,769,16.3 System and Network Threats,"[('zombiesmakehackerspar', 0.5979), ('hackers', 0.5113), ('attackerreceiver', 0.4549), ('canoftenbeeasilycompromisedbymalware', 0.4445), ('attackers', 0.4303)]","['zombiesmakehackerspar', 'hackers', 'attackerreceiver']"
3,16.3.2 Denial of Service,770,16.3.1 Attacking Network Traffic,"[('authenticationtobeblockedbypurposelymakingincorrectattemptstoaccess', 0.6522), ('conductedbetweensystemsorthesessions', 0.6131), ('thealgorithmsandtechnologiestheyaredeploying', 0.6094), ('todeterminewhetherasystemslowdownisanattackorjustasurgeinsystem', 0.5973), ('usethesamemechanismsasnormaloperation', 0.5802)]","['authenticationtobeblockedbypurposelymakingincorrectattemptstoaccess', 'conductedbetweensystemsorthesessions', 'thealgorithmsandtechnologiestheyaredeploying', 'todeterminewhetherasystemslowdownisanattackorjustasurgeinsystem', 'usethesamemechanismsasnormaloperation']"
3,16.3.3 Port Scanning,771,16.3.2 Denial of Service,"[('hacker', 0.4958), ('cryptography', 0.489), ('eavesdropperlistenedto', 0.3942), ('systeminuseanditssetofservicesinordertoidentifyknownvulnerabilities', 0.3561), ('scanners', 0.3357)]","['hacker', 'cryptography']"
2,16.4 Cryptography as a Security Tool,771,16.3 System and Network Threats,"[('hacker', 0.4958), ('cryptography', 0.489), ('eavesdropperlistenedto', 0.3942), ('systeminuseanditssetofservicesinordertoidentifyknownvulnerabilities', 0.3561), ('scanners', 0.3357)]","['hacker', 'cryptography']"
3,16.4.1 Encryption,772,16.4 Cryptography as a Security Tool,"[('cryptographyisbasedonsecretscalled', 0.6264), ('keysaredesignedsothatitisnotcomputationallyfeasible', 0.5109), ('cryptographyenablesa', 0.4986), ('computersinanetworkandusedtoprocessmessages', 0.4917), ('recipientofamessagetoverifythatthemessagewascreatedbysomecomputer', 0.4783)]","['cryptographyisbasedonsecretscalled', 'keysaredesignedsothatitisnotcomputationallyfeasible', 'cryptographyenablesa', 'computersinanetworkandusedtoprocessmessages', 'recipientofamessagetoverifythatthemessagewascreatedbysomecomputer']"
3,16.4.2 Implementation of Cryptography,779,16.4.1 Encryption,"[('cryptography', 0.576), ('betransmittedacrossthenetworktoitspeeronthedestinationcomputer', 0.5209), ('509digitalcertificateformatthatcanbeparsedbycomputer', 0.4748), ('encryption', 0.4225), ('tcppacketsarepasseddownto', 0.3761)]","['cryptography', 'betransmittedacrossthenetworktoitspeeronthedestinationcomputer', '509digitalcertificateformatthatcanbeparsedbycomputer']"
3,16.4.3 An Example: TLS,780,16.4.2 Implementation of Cryptography,"[('protocolforkeyexchange', 0.6028), ('ipsecendpointsisencryptedtomakea', 0.581), ('keyencryption', 0.5631), ('cryptography', 0.5342), ('cryptographic', 0.5247)]","['protocolforkeyexchange', 'ipsecendpointsisencryptedtomakea', 'keyencryption', 'cryptography', 'cryptographic']"
2,16.5 User Authentication,782,16.4 Cryptography as a Security Tool,"[('scforgeneratingauthenticatorsonmessagesfrom', 0.6169), ('thisprotocolenablestheservertolimittherecipientsofitsmessagestothe', 0.6148), ('beusedbetweenanindividualemployeeworkingremotelyandthecorporate', 0.6029), ('ipsecvpnsnowhaveacompetitorin', 0.6018), ('whichinturndependsontheabilitytoidentifyeachuserofthesystem', 0.5747)]","['scforgeneratingauthenticatorsonmessagesfrom', 'thisprotocolenablestheservertolimittherecipientsofitsmessagestothe', 'beusedbetweenanindividualemployeeworkingremotelyandthecorporate', 'ipsecvpnsnowhaveacompetitorin', 'whichinturndependsontheabilitytoidentifyeachuserofthesystem']"
3,16.5.1 Passwords,783,16.5 User Authentication,"[('passwordscanbeexposedasaresultofvisual', 0.5612), ('passwords', 0.5278), ('password', 0.5202), ('passwordsare', 0.454), ('securityisfrequentlybypassedorotherwisecircumvented', 0.3105)]","['passwordscanbeexposedasaresultofvisual', 'passwords', 'password', 'passwordsare']"
3,16.5.2 Password Vulnerabilities,783,16.5.1 Passwords,"[('passwordscanbeexposedasaresultofvisual', 0.5612), ('passwords', 0.5278), ('password', 0.5202), ('passwordsare', 0.454), ('securityisfrequentlybypassedorotherwisecircumvented', 0.3105)]","['passwordscanbeexposedasaresultofvisual', 'passwords', 'password', 'passwordsare']"
3,16.5.3 Securing Passwords,784,16.5.2 Password Vulnerabilities,"[('exposureisaparticularlysevereproblemifthepasswordiswrittendown', 0.4108), ('passwords', 0.3911), ('generatedpasswordsmaybedifficulttoremember', 0.3795), ('password', 0.3728), ('deviceinstalledbetweenthekeyboardand', 0.347)]",[]
3,16.5.4 One-Time Passwords,786,16.5.3 Securing Passwords,"[('passwordwillbeabletoreuseit', 0.565), ('passwordexposure', 0.5324), ('passwords', 0.4497), ('toavoidtheproblemsofpasswordsniffingandshouldersurfing', 0.4411), ('fingerprintreadershavebecomeaccurateandcost', 0.4385)]","['passwordwillbeabletoreuseit', 'passwordexposure']"
3,16.5.5 Biometrics,786,16.5.4 One-Time Passwords,"[('passwordwillbeabletoreuseit', 0.565), ('passwordexposure', 0.5324), ('passwords', 0.4497), ('toavoidtheproblemsofpasswordsniffingandshouldersurfing', 0.4411), ('fingerprintreadershavebecomeaccurateandcost', 0.4385)]","['passwordwillbeabletoreuseit', 'passwordexposure']"
2,16.6 Implementing Security Defenses,787,16.5 User Authentication,"[('ifthisinformationisencryptedintransit', 0.5748), ('usbdevicethatmustbepluggedintothesystem', 0.571), ('password', 0.5421), ('justastherearemyriadthreatstosystemandnetworksecurity', 0.504), ('improvingtechniquesaremoreproperlypartofprotectionthan', 0.4935)]","['ifthisinformationisencryptedintransit', 'usbdevicethatmustbepluggedintothesystem', 'password', 'justastherearemyriadthreatstosystemandnetworksecurity', 'improvingtechniquesaremoreproperlypartofprotectionthan']"
3,16.6.1 Security Policy,787,16.6 Implementing Security Defenses,"[('ifthisinformationisencryptedintransit', 0.5748), ('usbdevicethatmustbepluggedintothesystem', 0.571), ('password', 0.5421), ('justastherearemyriadthreatstosystemandnetworksecurity', 0.504), ('improvingtechniquesaremoreproperlypartofprotectionthan', 0.4935)]","['ifthisinformationisencryptedintransit', 'usbdevicethatmustbepluggedintothesystem', 'password', 'justastherearemyriadthreatstosystemandnetworksecurity', 'improvingtechniquesaremoreproperlypartofprotectionthan']"
3,16.6.2 Vulnerability Assessment,787,16.6.1 Security Policy,"[('ifthisinformationisencryptedintransit', 0.5748), ('usbdevicethatmustbepluggedintothesystem', 0.571), ('password', 0.5421), ('justastherearemyriadthreatstosystemandnetworksecurity', 0.504), ('improvingtechniquesaremoreproperlypartofprotectionthan', 0.4935)]","['ifthisinformationisencryptedintransit', 'usbdevicethatmustbepluggedintothesystem', 'password', 'justastherearemyriadthreatstosystemandnetworksecurity', 'improvingtechniquesaremoreproperlypartofprotectionthan']"
3,16.6.3 Intrusion Prevention,789,16.6.2 Vulnerability Assessment,"[('theinternetcurrentlyconnectsbillionsofcom', 0.4515), ('itispossibletodetectportscans', 0.4333), ('considertheuseofportscannersinthehandsofanattacker', 0.4168), ('attemptedorsuccessfulintrusionsintocomputersystemsandtoinitiateappro', 0.4116), ('companyassumingthatsuchinformationwillremainasecrethasafalsesense', 0.4097)]",['theinternetcurrentlyconnectsbillionsofcom']
